15,,"413,04","308,07","244,68","202,04","171,25","147,84","129,35","114,27","101,67","90,91","81,55","73,27","65,85","59,11","52,93","47,20","41,82","36,75","31,91","27,28","22,81","18,46","14,94"
16,,"441,59","326,89","262,48","217,15","184,45","159,61","140,01","124,04","110,71","99,35","89,48","80,77","72,98","65,91","59,44","53,45","47,84","42,57","37,55","32,75","28,13","23,65","19,92"
17,,"470,13","351,72","280,27","232,27","197,65","171,37","150,66","133,81","119,76","107,79","97,42","88,27","80,10","72,71","65,95","59,71","53,87","48,40","43,19","38,23","33,46","28,83","24,90"
18,,"498,68","373,54","298,07","247,38","210,85","183,14","161,31","143,57","128,80","116,23","105,35","95,76","87,22","79,50","72,46","65,96","59,90","54,22","48,83","43,70","38,78","34,02","29,88"
19,,"527,22","395,36","315,86","262,49","224,05","194,90","171,97","153,34","137,84","124,67","113,28","103,26","94,35","86,30","78,97","72,21","65,92","60,04","54,47","49,17","44,1","39,20","34,86"
20,,"555,77","417,18","333,66","277,60","237,25","206,67","182,62","163,10","146,88","133,11","121,21","110,76","101,47","93,09","85,48","78,47","71,95","65,87","60,11","54,65","49,43","44,39","39,84"
21,,"584,31","439,00","351,45","292,71","250,45","218,43","193,27","172,87","155,92","141,55","129,14","118,26","108,59","99,89","91,99","84,72","77,98","71,69","65,75","60,12","54,75","49,57","44,82"
22,,"612,86","460,83","369,25","307,83","263,65","230,20","203,93","182,64","164,97","149,99","137,08","125,76","115,72","106,69","98,50","90,98","84,01","77,52","71,39","65,60","60,08","54,76","49,80"
23,,"641,40","482,65","387,04","322,94","276,84","241,96","214,58","192,40","174,01","158,42","145,01","133,25","122,84","113,48","105,00","97,23","90,03","83,34","77,02","71,07","65,4","59,94","54,78"
24,,"669,95","504,48","404,84","338,06","290,05","253,74","225,24","202,18","183,06","166,87","152,95","140,76","129,97","120,29","111,52","103,49","96,07","89,17","82,67","76,55","70,73","65,14","59,76"
25,,"697,45","525,50","421,98","352,62","302,77","265,08","235,51","211,59","191,78","175,01","160,60","147,99","136,84","126,84","117,80","109,52","101,88","94,79","88,12","81,84","75,88","70,16","64,66"
26,,"724,95","546,53","439,13","367,19","315,49","276,42","245,78","221,01","200,50","183,15","168,25","155,22","143,71","133,40","124,08","115,56","107,70","100,41","93,58","87,14","81,03","75,18","69,56"
27,,"752,45","567,56","456,28","381,75","328,21","287,77","256,05","230,42","209,22","191,29","175,90","162,46","150,58","139,96","130,36","121,59","113,52","106,03","99,04","92,44","86,19","80,20","74,47"
28,,"779,95","588,59","473,42","396,32","340,93","299,11","266,32","239,84","217,94","199,43","183,55","169,69","157,45","146,52","136,64","127,63","119,34","111,66","104,49","97,74","91,34","85,23","79,37"
29,,"807,45","609,62","490,57","410,88","353,66","310,46","276,59","249,26","226,66","207,57","191,20","176,93","164,32","153,08","142,92","133,67","125,16","117,28","109,95","103,04","96,5","90,25","84,28"
30,,"834,95","630,65","507,72","425,45","366,38","321,80","286,86","258,67","235,38","215,71","198,85","184,16","171,19","159,63","149,20","139,70","130,98","122,90","115,41","108,33","101,65","95,27","89,18"
31,,"862,45","651,68","524,86","440,01","379,10","333,14","297,13","268,09","244,10","223,85","206,50","191,39","178,06","166,19","155,48","145,74","136,80","128,53","120,86","113,63","106,8","100,30","94,08"
32,,"889,95","672,71","542,01","454,58","391,82","344,49","307,40","277,50","252,82","231,99","214,15","198,63","184,93","172,75","161,76","151,77","142,62","134,15","126,32","118,93","111,96","105,32","98,99"
33,,"917,45","693,74","559,16","469,14","404,54","355,83","317,67","286,92","261,54","240,13","221,80","205,86","191,80","179,31","168,04","157,81","148,44","139,77","131,78","124,23","117,11","110,34","103,89"
34,,"944,95","714,77","576,31","483,71","417,27","367,18","327,95","296,34","270,26","248,27","229,45","213,10","198,68","185,87","174,33","163,85","154,26","145,40","137,24","129,53","122,27","115,37","108,80"
35,,"972,45","735,79","593,45","498,27","429,99","378,52","338,22","305,75","278,98","256,41","237,10","220,33","205,55","192,42","180,61","169,88","160,07","151,02","142,69","134,82","127,42","120,39","113,70"
36,,"1.000,00","756,83","610,61","512,84","442,72","389,87","348,50","315,18","287,70","264,56","244,75","227,57","212,43","198,99","186,90","175,93","165,90","156,65","148,16","140,13","132,58","125,42","118,61"
37,,,"777,09","627,13","526,87","454,97","400,80","358,40","324,26","296,10","272,41","252,13","234,54","219,06","205,31","192,96","181,75","171,51","162,07","153,42","145,19","137,55","130,26","123,32"
38,,,"797,35","643,66","540,91","467,22","411,73","368,30","333,34","304,51","280,26","259,51","241,52","225,69","211,64","199,02","187,58","177,13","167,50","158,68","150,26","142,52","135,11","128,07"
39,,,"817,62","660,18","554,94","479,47","422,67","378,21","342,42","312,91","288,11","266,89","248,49","232,32","217,96","205,08","193,40","182,74","172,93","163,94","155,32","147,49","139,95","132,80"
40,,,"837,88","676,71","568,98","491,72","433,60","388,11","351,50","321,32","295,96","274,27","255,47","238,95","224,29","211,14","199,23","188,36","178,36","169,21","160,39","152,46","144,80","137,53"
41,,,"858,15","693,23","583,01","503,97","444,54","398,02","360,58","329,73","303,81","281,65","262,44","245,58","230,62","217,20","205,06","193,97","183,79","174,47","165,45","157,43","149,64","142,26"
42,,,"878,41","709,76","597,05","516,22","455,47","407,92","369,66","338,13","311,66","289,03","269,42","252,21","236,94","223,26","210,88","199,59","189,22","179,73","170,52","162,4","154,49","146,99"
43,,,"898,67","726,28","611,08","528,47","466,40","417,82","378,74","346,54","319,51","296,41","276,39","258,84","243,27","229,32","216,71","205,20","194,65","185,00","175,58","167,37","159,33","151,72"
44,,,"918,94","742,81","625,12","540,72","477,34","427,73","387,82","354,94","327,36","303,79","283,37","265,47","249,59","235,38","222,53","210,82","200,08","190,26","180,65","172,34","164,18","156,45"
45,,,"939,20","759,33","639,15","552,97","488,27","437,63","396,90","363,35","335,21","311,17","290,34","272,10","255,92","241,44","228,36","216,43","205,51","195,52","185,71","177,31","169,02","161,18"
46,,,"959,47","775,86","653,19","565,22","499,21","447,54","405,98","371,76","343,06","318,55","297,32","278,73","262,25","247,51","234,19","222,05","210,94","200,79","190,78","182,2","173,87","165,91"
47,,,"979,73","792,38","667,22","577,47","510,14","457,44","415,06","380,16","350,91","325,93","304,29","285,36","268,57","253,57","240,01","227,66","216,36","206,05","195,84","187,25","178,71","170,64"
48,,,"1.000,00","808,92","681,27","589,87","521,08","467,35","424,14","388,58","358,77","333,31","311,28","292,00","274,91","259,64","245,85","233,29","221,80","211,32","201,45","192,23","183,56","175,37"
49,,,,"824,84","694,79","601,68","531,61","476,89","432,89","396,68","366,33","340,42","318,01","298,39","281,01","265,48","251,47","238,71","227,04","216,39","206,38","197,03","188,23","179,93"
50,,,,"840,76","708,32","613,50","542,15","486,44","441,64","404,79","373,90","347,54","324,74","304,78","287,12","271,33","257,09","244,13","232,28","221,47","211,31","201,83","192,91","184,50"
51,,,,"856,68","721,84","625,31","552,69","495,98","450,39","412,89","381,47","354,66","331,47","311,18","293,22","277,18","262,71","249,55","237,52","226,55","216,24","206,63","197,59","189,07"
52,,,,"872,61","735,37","637,13","563,22","505,53","459,14","421,00","389,03","361,77","338,20","317,57","299,33","283,03","268,33","254,97","242,76","231,63","221,17","211,43","202,27","193,64"
53,,,,"888,53","748,90","648,94","573,76","515,07","467,90","429,11","396,60","368,89","344,93","323,97","305,43","288,88","273,96","260,39","248,00","236,71","226,11","216,23","206,95","198,21"
54,,,,"904,45","762,42","660,76","584,30","524,62","476,65","437,21","404,17","376,01","351,66","330,36","311,54","294,72","279,58","265,81","253,24","241,78","231,04","221,03","211,63","202,77"
55,,,,"920,38","775,95","672,57","594,83","534,16","485,40","445,32","411,73","383,12","358,39","336,75","317,64","300,57","285,20","271,23","258,48","246,86","235,97","225,83","216,31","207,34"
56,,,,"936,30","789,47","684,39","605,37","543,71","494,15","453,42","419,30","390,24","365,12","343,15","323,75","306,42","290,82","276,65","263,72","251,94","240,90","230,63","220,99","211,91"
57,,,,"952,22","803,00","696,20","615,91","553,25","502,90","461,53","426,87","397,36","371,85","349,54","329,85","312,27","296,44","282,07","268,96","257,02","245,83","235,43","225,67","216,48"
58,,,,"968,15","816,53","708,02","626,45","562,80","511,66","469,64","434,44","404,48","378,58","355,94","335,96","318,12","302,07","287,50","274,20","262,10","250,77","240,23","230,35","221,05"
59,,,,"984,07","830,05","719,83","636,98","572,34","520,41","477,74","442,00","411,59","385,31","362,33","342,06","323,96","307,69","292,92","279,44","267,17","255,70","245,03","235,02","225,62"
60,,,,"1.000,00","843,59","731,66","647,53","581,90","529,17","485,86","449,58","418,72","392,04","368,73","348,18","329,82","313,32","298,35","284,68","272,26","260,64","249,83","239,71","230,19"
61,,,,,"856,62","743,04","657,68","591,10","537,60","493,67","456,87","425,58","398,53","374,89","354,07","335,46","318,74","303,58","289,73","277,16","265,40","254,46","244,22","234,60"
62,,,,,"869,65","754,43","667,84","600,30","546,04","501,49","464,17","432,44","405,02","381,06","359,97","341,10","324,16","308,81","294,79","282,06","270,16","259,09","248,74","239,01"
63,,,,,"882,69","765,82","677,99","609,50","554,47","509,31","471,47","439,30","411,51","387,23","365,86","346,74","329,58","314,04","299,85","286,96","274,92","263,73","253,26","243,42"
64,,,,,"895,72","777,18","688,15","618,70","562,91","517,12","478,76","446,16","418,00","393,40","371,76","352,39","335,01","319,27","304,91","291,86","279,68","268,36","257,78","247,83"
65,,,,,"908,76","788,56","698,30","627,90","571,35","524,94","486,06","453,02","424,49","399,57","377,65","358,03","340,43","324,50","309,97","296,76","284,44",273,"262,30","252,24"
66,,,,,"921,79","799,98","708,46","637,10","579,78","532,76","493,36","459,88","430,98","405,73","383,55","363,67","345,85","329,73","315,03","301,66","289,20","277,63","266,81","256,66"
67,,,,,"934,82","811,37","718,61","646,30","588,22","540,57","500,65","466,74","437,47","411,90","389,44","369,32","351,28","334,96","320,09","306,56","293,96","282,26","271,33","261,06"
68,,,,,"947,86","822,76","728,77","655,50","596,65","548,39","507,95","473,60","443,96","418,07","395,34","374,96","356,70","340,19","325,15","311,46","298,72","286,9","275,85","265,47"
69,,,,,"960,89","834,15","738,92","664,70","605,09","556,21","515,25","480,46","450,45","424,24","401,11","380,60","362,12","345,42","330,21","316,36","303,48","291,53","280,37","269,88"
70,,,,,"973,93","845,54","749,08","673,90","613,53","564,03","522,55","487,32","456,94","430,41","407,13","386,25","367,55","350,66","335,27","321,27","308,25","296,17","284,89","274,30"
71,,,,,"986,96","856,92","759,23","683,10","621,96","571,84","529,84","494,18","463,43","436,57","413,02","391,89","372,97","355,89","340,32","326,17","313,01","300,8","289,40","278,71"
72,,,,,"1.000,00","868,32","769,39","692,30","630,41","579,67","537,15","501,04","469,93","442,75","418,92","397,54","378,40","361,13","345,39","331,08","317,78","305,44","293,93","283,13"
73,,,,,,"879,29","779,17","701,16","638,54","587,20","544,18","507,65","476,18","448,69","424,59","402,98","383,61","366,17","350,27","335,81","322,37","309,91","298,29","287,39"
74,,,,,,"890,26","788,96","710,03","646,67","594,73","551,22","514,27","482,44","454,64","430,26","408,42","388,83","371,22","355,15","340,54","326,97","314,38","302,65","291,65"
75,,,,,,"901,23","798,74","718,89","654,80","602,26","558,26","520,88","488,69","460,59","435,93","413,86","394,04","376,26","360,03","345,27","331,56","318,85","307,01","295,91"
76,,,,,,"912,21","808,53","727,76","662,93","609,80","565,30","527,50","494,95","466,54","441,60","419,30","399,26","381,31","364,91","350,00","336,16","323,33","311,37","300,17"
77,,,,,,"923,18","818,32","736,62","671,06","617,33","572,34","534,11","501,20","472,49","447,27","424,74","404,48","386,35","369,79","354,73","340,75","327,8","315,73","304,43"
78,,,,,,"934,15","828,10","745,49","679,19","624,86","579,37","540,73","507,46","478,44","452,94","430,18","409,69","391,40","374,67","359,46","345,35","332,27","320,09","308,69"
79,,,,,,"945,13","837,89","754,35","687,32","632,40","586,41","547,34","513,71","484,39","458,61","435,62","414,91","396,44","379,55","364,19","349,94","336,75","324,45","312,95"
80,,,,,,"956,10","847,67","763,22","695,45","639,93","593,45","553,96","519,97","490,34","464,28","441,06","420,12","401,49","384,43","368,92","354,54","341,22","328,81","317,21"
81,,,,,,"967,07","857,46","772,08","703,58","647,46","600,49","560,57","526,22","496,29","469,95","446,50","425,34","406,53","389,31","373,65","359,13","345,69","333,17","321,47"
82,,,,,,"978,05","867,25","780,95","711,72","655,00","607,53","567,19","532,48","502,24","475,62","451,94","430,56","411,58","394,19","378,38","363,73","350,17","337,53","325,73"
83,,,,,,"989,02","877,03","789,81","719,85","662,53","614,56","573,80","538,73","508,18","481,29","457,38","435,77","416,62","399,07","383,11","368,32","354,64","341,89","329,99"
84,,,,,,"1.000,00","886,83","798,68","727,99","670,07","621,61","580,43","544,99","514,14","486,97","462,83","441,00","421,68","403,96","387,85","372,93","359,12","346,26","334,25"
85,,,,,,,"896,26","807,22","735,82","677,33","628,39","586,81","551,02","519,87","492,44","468,07","446,06","426,55","408,66","392,41","377,36","363,43","350,47","338,36"
86,,,,,,,"905,69","815,76","743,66","684,59","635,17","593,19","557,05","525,60","497,92","473,32","451,12","431,42","413,37","396,98","381,80","367,75","354,68","342,47"
87,,,,,,,"915,12","824,30","751,50","691,85","641,95","599,57","563,08","531,33","503,40","478,57","456,19","436,29","418,08","401,54","386,23","372,07","358,89","346,58"
88,,,,,,,"924,55","832,85","759,33","699,11","648,73","605,95","569,12","537,07","508,88","483,82","461,25","441,16","422,79","406,11","390,67","376,38","363,10","350,69"
89,,,,,,,"933,98","841,39","767,17","706,37","655,51","612,33","575,15","542,80","514,36","489,07","466,32","446,03","427,50","410,67","395,10","380,7","367,31","354,81"
90,,,,,,,"943,41","849,93","775,01","713,63","662,29","618,71","581,18","548,53","519,83","494,32","471,38","450,90","432,20","415,24","399,54","385,02","371,52","358,92"
91,,,,,,,"952,84","858,48","782,84","720,89","669,07","625,09","587,22","554,27","525,31","499,57","476,44","455,77","436,91","419,80","403,97","389,33","375,73","363,03"
92,,,,,,,"962,27","867,02","790,68","728,15","675,85","631,47","593,25","560,00","530,79","504,82","481,51","460,64","441,62","424,37","408,41","393,65","379,94","367,14"
93,,,,,,,"971,70","875,56","798,52","735,41","682,63","637,85","599,28","565,73","536,27","510,07","486,57","465,51","446,33","428,93","412,84","397,97","384,15","371,25"
94,,,,,,,"981,13","884,11","806,36","742,67","689,41","644,23","605,32","571,47","541,75","515,32","491,64","470,38","451,04","433,50","417,28","402,29","388,96","375,37"
95,,,,,,,"990,56","892,63","814,19","749,93","696,19","650,61","611,35","577,20","547,22","520,56","496,70","475,25","455,74","438,06","421,71","406,6","392,57","379,48"
96,,,,,,,"1.000,00","901,20","822,04","757,19","702,98","656,99","617,39","582,94","552,71","525,82","501,77","480,13","460,46","442,63","426,15","410,93","396,79","383,60"
97,,,,,,,,"909,43","829,59","764,18","709,51","663,13","623,20","588,47","557,98","530,88","506,63","484,82","465,00","447,03","430,42","415,09","400,67","387,57"
98,,,,,,,,"917,66","837,14","771,18","716,05","669,28","629,02","594,00","563,26","535,94","511,50","489,51","469,55","451,43","434,70","419,26","404,91","391,54"
99,,,,,,,,"925,89","844,69","778,17","722,58","675,43","634,84","599,53","568,54","541,00","516,37","494,21","474,09","455,83","438,98","423,42","408,97","395,51"
100,,,,,,,,"934,13","852,24","785,17","729,12","681,57","640,66","605,06","573,81","546,07","521,24","498,90","478,64","460,24","443,26","427,59","413,04","399,48"
101,,,,,,,,"942,36","859,79","792,16","735,66","687,72","646,48","610,59","579,09","551,13","526,11","503,60","483,18","464,64","447,54","431,75","417,10","403,45"
102,,,,,,,,"950,59","867,34","799,16","742,19","693,87","652,30","616,12","584,37","556,19","530,98","508,29","487,73","469,04","451,82","435,92","421,16","407,42"
103,,,,,,,,"958,83","874,89","806,15","748,73","700,01","658,12","621,65","589,64","561,26","535,85","512,98","492,27","473,45","456,10","440,08","425,23","411,39"
104,,,,,,,,"967,06","882,44","813,15","755,26","706,16","663,94","627,18","594,92","566,32","540,72","517,68","496,82","477,85","460,38","444,25","429,29","415,36"
105,,,,,,,,"975,29","889,99","820,14","761,80","712,31","669,76","632,71","600,20","571,38","545,59","522,37","501,36","482,25","464,66","448,41","433,35","419,33"
106,,,,,,,,"983,53","897,55","827,14","768,34","718,46","675,58","638,24","605,48","576,45","550,46","527,07","505,91","486,66","468,94","452,58","437,42","423,30"
107,,,,,,,,"991,76","905,10","834,13","774,87","724,60","681,39","643,77","610,75","581,51","555,32","531,76","510,45","491,06","473,21","456,74","441,48","427,27"
108,,,,,,,,"1.000,00","912,66","841,13","781,42","730,76","687,22","649,30","616,04","586,58","560,20","536,46","515,00","495,47","477,50","460,92","445,55","431,24"
109,,,,,,,,,"919,93","847,87","787,71","736,68","692,82","654,63","621,13","591,45","564,89","540,99","519,37","499,71","481,62","464,94","449,47","435,07"
110,,,,,,,,,"927,21","854,61","794,01","742,61","698,43","659,96","626,22","596,33","569,59","545,52","523,75","503,95","485,75","468,96","453,39","438,90"
111,,,,,,,,,"934,49","861,35","800,30","748,53","704,03","665,29","631,31","601,21","574,28","550,05","528,13","508,19","489,88","472,98","457,31","442,73"
112,,,,,,,,,"941,77","868,09","806,60","754,46","709,64","670,63","636,40","606,09","578,98","554,58","532,51","512,43","494,01",477,"461,23","446,56"
113,,,,,,,,,"949,05","874,84","812,90","760,38","715,24","675,96","641,49","610,97","583,67","559,11","536,89","516,67","498,14","481,02","465,15","450,39"
114,,,,,,,,,"956,32","881,58","819,19","766,31","720,85","681,29","646,58","615,84","588,37","563,64","541,27","520,91","502,26","485,04","469,07","454,22"
115,,,,,,,,,"963,60","888,32","825,49","772,23","726,45","686,63","651,67","620,72","593,06","568,17","545,65","525,15","506,39","489,06","472,99","458,05"
116,,,,,,,,,"970,88","895,06","831,78","778,16","732,06","691,96","656,76","625,60","597,76","572,70","550,03","529,39","510,52","493,08","476,91","461,88"
117,,,,,,,,,"978,16","901,80","838,08","784,08","737,66","697,29","661,85","630,48","602,45","577,23","554,41","533,63","514,65","497,1","480,83","465,71"
118,,,,,,,,,"985,44","908,55","844,38","790,01","743,27","702,63","666,95","635,36","607,15","581,76","558,79","537,87","518,78","501,12","484,75","469,54"
119,,,,,,,,,"992,71","915,29","850,67","795,93","748,87","707,96","672,04","640,23","611,84","586,29","563,16","542,11","522,90","505,14","488,67","473,37"
120,,,,,,,,,"1.000,00","922,04","856,98","801,86","754,49","713,30","677,14","645,12","616,55","590,82","567,55","546,35","527,04","509,16","492,60","477,21"
121,,,,,,,,,,"928,53","863,05","807,56","759,89","718,43","682,05","649,82","621,07","595,19","571,77","550,45","531,01","513,03","496,38","480,90"
122,,,,,,,,,,"935,03","869,12","813,27","765,29","723,57","686,96","654,53","625,59","599,56","576,00","554,56","534,98","516,91","500,16","484,60"
123,,,,,,,,,,"941,52","875,19","818,98","770,69","728,71","691,87","659,23","630,12","603,93","580,22","558,66","538,96","520,79","503,95","488,30"
124,,,,,,,,,,"948,02","881,26","824,69","776,09","733,85","696,78","663,94","634,64","608,30","584,45","562,77","542,93","524,67","507,73","491,99"
125,,,,,,,,,,"954,52","887,33","830,40","781,50","738,99","701,69","668,64","639,17","612,67","588,68","566,87","546,91","528,55","511,52","495,69"
126,,,,,,,,,,"961,01","893,40","836,10","786,90","744,12","706,60","673,35","643,69","617,04","592,90","570,98","550,88","532,42","515,30","499,39"
127,,,,,,,,,,"967,51","899,47","841,81","792,30","749,26","711,51","678,05","648,21","621,41","597,13","575,08","554,85","536,3","519,08","503,08"
128,,,,,,,,,,"974,00","905,54","847,52","797,70","754,40","716,42","682,76","652,74","625,78","601,35","579,19","558,83","540,18","522,87","506,78"
129,,,,,,,,,,"980,50","911,61","853,23","803,10","759,54","721,33","687,46","657,26","630,15","605,58","583,29","562,80","544,06","526,65","510,48"
130,,,,,,,,,,"987,00","917,68","858,94","808,51","764,68","726,24","692,17","661,79","634,52","609,81","587,40","566,78","547,94","530,44","514,18"
131,,,,,,,,,,"993,49","923,75","864,64","813,91","769,81","731,15","696,87","666,31","638,89","614,03","691,50","570,75","551,81","534,22","517,87"
132,,,,,,,,,,"1.000,00","929,82","870,36","819,32","774,96","736,07","701,59","670,84","643,26","618,27","595,61","574,73","555,7","538,01","521,58"
133,,,,,,,,,,,"935,66","875,86","824,52","779,91","740,80","706,12","675,20","647,46","622,34","599,55","578,57","559,43","541,66","525,14"
134,,,,,,,,,,,"941,51","881,36","829,73","784,86","745,53","710,66","679,57","651,67","626,42","603,49","582,42","563,16","545,31","528,71"
135,,,,,,,,,,,"947,36","886,86","834,93","789,81","750,26","715,20","683,93","655,88","630,49","607,44","586,27","566,89","548,96","532,28"
136,,,,,,,,,,,"953,21","892,36","840,14","794,76","754,99","719,74","688,30","660,09","634,57","611,38","590,12","570,63","552,61","535,84"
137,,,,,,,,,,,"959,06","897,86","845,34","799,71","759,72","724,28","692,66","664,30","638,65","615,33","593,97","574,36","556,26","539,41"
138,,,,,,,,,,,"964,90","903,36","850,55","804,66","764,45","728,82","697,03","668,50","642,72","619,27","597,82","578,09","559,91","542,98"
139,,,,,,,,,,,"970,75","908,86","855,75","809,61","769,18","733,36","701,39","672,71","646,80","623,21","601,67","581,83","563,56","546,54"
140,,,,,,,,,,,"976,60","914,36","860,96","814,56","773,91","737,90","705,76","676,92","650,87","627,16","605,52","585,56","567,21","550,11"
141,,,,,,,,,,,"982,45","919,86","866,16","819,51","778,64","742,44","710,12","681,13","654,95","631,10","609,37","589,29","570,86","553,68"
142,,,,,,,,,,,"988,30","925,37","871,37","824,47","783,37","746,98","714,49","685,34","659,03","635,05","613,22","593,03","574,51","557,25"
143,,,,,,,,,,,"994,14","930,87","876,57","829,42","788,10","751,51","718,85","689,54","663,10","638,99","617,06","596,76","578,16","560,81"
144,,,,,,,,,,,"1.000,00","936,38","881,78","834,38","792,84","756,06","723,22","693,76","667,19","642,94","620,92","600,5","581,81","564,39"
145,,,,,,,,,,,,"941,68","886,79","839,15","797,39","760,43","727,43","697,82","671,11","646,75","624,61","604,11","585,32","567,83"
146,,,,,,,,,,,,"946,98","891,81","843,92","801,95","764,80","731,64","701,88","675,04","650,56","628,31","607,73","588,83","571,27"
147,,,,,,,,,,,,"952,28","896,83","848,69","806,51","769,17","735,85","705,94","678,96","654,37","632,00","611,34","592,34","574,71"
148,,,,,,,,,,,,"957,58","901,84","853,46","811,07","773,54","740,06","710,00","682,89","658,19","635,70","614,96","595,85","578,15"
149,,,,,,,,,,,,"962,88","906,86","858,23","815,63","777,92","744,27","714,06","686,82","662,00","639,40","618,57","599,37","581,59"
150,,,,,,,,,,,,"968,18","911,88","863,00","820,19","782,29","748,48","718,12","690,74","665,81","643,09","622,19","602,88","585,03"
151,,,,,,,,,,,,"973,48","916,89","867,77","824,75","786,66","752,69","722,18","694,67","669,63","646,79","625,8","606,39","588,47"
152,,,,,,,,,,,,"978,78","921,91","872,54","829,31","791,03","756,90","726,24","698,59","673,44","650,48","629,42","609,90","591,91"
153,,,,,,,,,,,,"984,08","926,93","877,31","833,87","795,40","761,11","730,30","702,52","677,25","654,18","633,03","613,41","595,35"
154,,,,,,,,,,,,"989,39","931,95","882,08","838,43","799,78","765,32","734,36","706,45","681,07","657,88","636,65","616,93","598,80"
155,,,,,,,,,,,,"994,69","936,96","886,85","842,98","804,13","769,53","738,42","710,37","684,88","661,57","640,26","620,44","602,24"
156,,,,,,,,,,,,"1.000,00","941,99","891,62","847,55","808,53","773,75","742,49","714,31","688,70","665,28","643,89","623,96","605,69"
157,,,,,,,,,,,,,"946,82","896,21","851,94","812,73","777,80","746,40","718,09","692,37","668,85","647,36","627,36","609,01"
158,,,,,,,,,,,,,"951,65","900,81","856,33","816,94","781,86","750,32","721,88","696,04","672,43","650,83","630,77","612,33"
159,,,,,,,,,,,,,"956,49","905,41","860,72","821,14","785,91","754,24","725,67","699,71","676,00","654,3","634,17","615,65"
160,,,,,,,,,,,,,"961,32","910,01","865,11","825,35","789,97","758,15","729,46","703,38","679,58","657,78","637,58","618,97"
161,,,,,,,,,,,,,"966,16","914,61","869,50","829,56","794,02","762,07","733,25","707,06","683,15","661,25","640,98","622,29"
162,,,,,,,,,,,,,"970,99","919,21","873,89","833,76","798,08","765,99","737,04","710,73","686,73","664,72","644,39","625,61"
163,,,,,,,,,,,,,"975,82","923,81","878,28","837,97","802,13","769,90","740,83","714,40","690,30","668,2","647,79","628,93"
164,,,,,,,,,,,,,"980,66","928,41","882,67","842,17","806,19","773,82","744,62","718,07","693,88","671,67","651,20","632,25"
165,,,,,,,,,,,,,"985,49","933,01","887,06","846,38","810,24","777,74","748,41","721,74","697,45","675,14","654,60","635,57"
166,,,,,,,,,,,,,"990,33","937,61","891,46","850,59","814,30","781,66","752,20","725,42","701,03","678,62","658,01","638,89"
167,,,,,,,,,,,,,"995,16","942,20","895,85","854,79","818,35","785,57","755,98","729,09","704,60","682,09","661,41","642,21"
168,,,,,,,,,,,,,"1.000,00","946,81","900,25","859,10","822,41","789,50","759,78","732,77","708,18","685,57","664,82","645,53"
